"Name","Relative Likelihood"
"SILUBINDA",2
"SIMASIKU",2
"SIMBA",2
"SIMBILEKO",2
"SIMMS",2
"SIMPE",2
"SINALO",2
"SINKANAKO",2
"SINOYA",2
"SITENGA",2
"SITUMBEKO",2
"SIVILIANO",2
"SIYUMBWA",2
"SKYPER",2
"SMITH",2
"SOBA",2
"SOKA",2
"SONDASHI",2
"SONGE",2
"SONKHANI",2
"SOYASI",2
"SPEDWELL",2
"SPONDY",2
"SPRIANO",2
"SPYTON",2
"STACKSON",2
"STAIN",2
"STAINLEY",2
"STALLON",2
"STANDWEL",2
"STANFORD",2
"STANSLASS",2
"STANWELL",2
"STAVOS",2
"STEPHEASON",2
"STEVE",2
"STRIFE",2
"SUNDUZWAYO",2
"SUNGANI",2
"SUZYO",2
"SYLVIA",2
"TAKAWILA",2
"TALSON",2
"TAMU",2
"TAVENOR",2
"TELENCE",2
"TELENSIO",2
"TEMWANI",2
"TEPUKANI",2
"TERRY",2
"THABANG",2
"THADEUS",2
"THANDSON",2
"THAUZENI",2
"THENESI",2
"THOMPSON",2
"TINEI",2
"TIPEZENJI",2
"TOMIE",2
"TONTO",2
"TSENGA",2
"TUMEYO",2
"TWIZA",2
"ULULANI",2
"UTA",2
"VALENSIA",2
"VALENTINO",2
"VALERY",2
"VAN",2
"VENASIO",2
"VENON",2
"VERNON",2
"VICARIOUS",2
"VICENT",2
"VICTORIA",2
"VIOLA",2
"VIRGILIO",2
"VISION",2
"VISTOR",2
"WACKSON",2
"WALIMA",2
"WALTER",2
"WARY",2
"WATIPASO",2
"WEAVER",2
"WELEKI",2
"WELLINGTON",2
"WELOSA",2
"WESTONE",2
"WHATSON",2
"WHYLESS",2
"WHYTONE",2
"WILLFRED",2
"WILLIAS",2
"WILLIOUS",2
"WINNIE",2
"WINSHED",2
"WISTER",2
"WRITTEN",2
"XAVIER",2
"YACOBE",2
"YAMBAKAWA",2
"YAMSON",2
"YANZANI",2
"YELEM",2
"YENGA",2
"YOLAMU",2
"YORUM",2
"YOSEKI",2
"YOUNGSON",2
"YUDA",2
"YUDAS",2
"YUSUF",2
"YVONNE",2
"ZALASON",2
"ZAZA",2
"ZECHARIA",2
"ZELESI",2
"ZIAMAN",2
"ZILOLE",2
"ZIMTAMBILA",2
"ZINDIKILANI",2
"ZIWELELA",2
"ZULU",2
"ZUZE",2
"ABASI",1
"ABDULA",1
"ABILITY",1
"ABIOUS",1
"ABSINEA",1
"ABUDULA",1
"ABYTON",1
"ACKELE",1
"ACKLAND",1
"ACREEM",1
"ADJAR",1
"ADRA",1
"AFRICA",1
"AGATHA",1
"AHMED",1
"AIRFORCE",1
"AKUSENSIO",1
"ALDERTY",1
"ALED",1
"ALFORD",1
"ALIBA",1
"ALIFONSO",1
"ALISTALICO",1
"ALITONE",1
"ALIYUD",1
"ALLOYCIOUS",1
"ALOZYO",1
"ALVAN",1
"AMONI",1
"ANANIA",1
"ANDERON",1
"ANDREYA",1
"ANDRIEL",1
"ANGELO",1
"ANIKONDA",1
"ANJELO",1
"ANOS",1
"ANTHUENA",1
"ANWELL",1
"APEPEYA",1
"ARCHIBALD",1
"ARNORD",1
"ARTFORD",1
"ARTWELL",1
"ASHABLE",1
"ASIWEL",1
"ASTAS",1
"ASTRIDA",1
"ATLAS",1
"AUBERT",1
"AUKSENSIO",1
"AUREGAN",1
"AUTHER",1
"AVEN",1
"AVUTIKA",1
"AYUBB",1
"AZELE",1
"BAHAT",1
"BAMBALA",1
"BANDE",1
"BASCO",1
"BATHOROMEO",1
"BATHROMEU",1
"BATLERT",1
"BAULENI",1
"BBELONI",1
"BEDSON",1
"BEENE",1
"BELIAN",1
"BEMBA",1
"BENEFIT",1
"BENI",1
"BENTILE",1
"BERRY",1
"BESNART",1
"BETINIKO",1
"BETTY",1
"BEULANI",1
"BEYARD",1
"BICKSON",1
"BIGBOY",1
"BIGGIE",1
"BILIATI",1
"BILLIAT",1
"BINON",1
"BISALOM",1
"BISESA",1
"BISMAC",1
"BIVEN",1
"BIZALIEL",1
"BLESSED",1
"BOAZ",1
"BOCHARD",1
"BODRICK",1
"BOLENI",1
"BONAVENTURE",1
"BONIC",1
"BOONE",1
"BORNVENTURE",1
"BOSTEN",1
"BOTHWELL",1
"BOYSON",1
"BRAYSON",1
"BRENDON",1
"BRILLIANCE",1
"BRISTO",1
"BRITIOUS",1
"BRYSON",1
"BULONGO",1
"BURTON",1
"BUTAO",1
"CABLE",1
"CAMERUS",1
"CAPHAS",1
"CAREDY",1
"CASIANO",1
"CASIMIRO",1
"CEASAR",1
"CHABE",1
"CHAISON",1
"CHALI",1
"CHALO",1
"CHAMAKUWA",1
"CHAMBESHI",1
"CHAMPION",1
"CHANCE",1
"CHANGA",1
"CHAPITAMBILI",1
"CHARD",1
"CHARLESS",1
"CHEISA",1
"CHEMBO",1
"CHESTER",1
"CHIBALE",1
"CHIBUYE",1
"CHIFUWE",1
"CHIKANGWE",1
"CHIKONJIWE",1
"CHIKUMBUTSO",1
"CHILOMBO",1
"CHILUFIYA",1
"CHIMODZI",1
"CHINGAMULA",1
"CHINYAMA",1
"CHIPULO",1
"CHISAPA",1
"CHISHIMBE",1
"CHISUNGO",1
"CHISWEKA",1
"CHIYABI",1
"CHOLWE",1
"CHONDA",1
"CHRISTONE",1
"CHRISTOPHRE",1
"CHUNGU",1
"CLAPINO",1
"CLAUDE",1
"CLAY",1
"CLEOFAS",1
"CLINTON",1
"COBERT",1
"COILLARD",1
"COLLEGE",1
"COLLINESS",1
"CONARD",1
"CONRAD",1
"CORANA",1
"CORNELIAS",1
"CORNELLIAS",1
"COSAM",1
"COSTA",1
"COSTER",1
"COURSEWELL",1
"CRINO",1
"CROSBEL",1
"CRYFORD",1
"CUBLINE",1
"CUTHBERT",1
"DADINET",1
"DAISON",1
"DALISO",1
"DALTON",1
"DAMBE",1
"DAMIAN",1
"DAN",1
"DANIELS",1
"DANNIEL",1
"DARIOS",1
"DASTAN",1
"DAVI",1
"DAVYSON",1
"DEBBY",1
"DELPHINE",1
"DENNY",1
"DERINA",1
"DESMUS",1
"DEVELIAS",1
"DEVIOUS",1
"DEXSTER",1
"DIABLE",1
"DIESEL",1
"DILEN",1
"DINGANI",1
"DIVERIANO",1
"DOKO",1
"DOMIYA",1
"DONALDD",1
"DONGO",1
"DORAH",1
"DRYSON",1
"DUGOL",1
"DYSON",1
"EARTHWELL",1
"EDIFER",1
"EDINA",1
"EDRICK",1
"EDY",1
"EFFART",1
"EGNCIOUS",1
"ELEMAS",1
"ELEMIAH",1
"ELIEL",1
"ELIKA",1
"ELINEL",1
"ELIPHAS",1
"ELLICIOUS",1
"EMBULA",1
"EMMA",1
"EMMAS",1
"EMMMANUEL",1
"ENESS",1
"ENFORD",1
"ENGLISH",1
"ENK",1
"EPHET",1
"EPHRIAM",1
"ERRINGTON",1
"ESTER",1
"EUNICE",1
"EUSTACE",1
"EUTERIO",1
"EVAN",1
"EVERISTO",1
"EWARD",1
"EXPENDITO",1
"FABIAS",1
"FAISON",1
"FANIZANI",1
"FANUEL",1
"FASTONE",1
"FAYO",1
"FEBIAS",1
"FEDELISE",1
"FELLOW",1
"FERDINARD",1
"FERIALA",1
"FICHARD",1
"FIELD",1
"FINIAS",1
"FLAKSON",1
"FLEX",1
"FLOMANSIO",1
"FORBES",1
"FORDSON",1
"FRAGUS",1
"FRANCISCA",1
"FRANCKLIN",1
"FRANCKSON",1
"FRASTONE",1
"FREKSON",1
"FUCKSON",1
"FUNGAI",1
"FUNWELL",1
"FUZANI",1
"GABRAEL",1
"GALLAN",1
"GARDINER",1
"GASTON",1
"GAVOUS",1
"GEOFRY",1
"GEROLEMOS",1
"GESHMON",1
"GESHOMO",1
"GETRUDE",1
"GIBBS",1
"GIBEY",1
"GILSON",1
"GIVERS",1
"GLAIN",1
"GLORIA",1
"GODEN",1
"GOLIAT",1
"GOMA",1
"GOODWELL",1
"GORIATH",1
"GRABLE",1
"GRAHAM",1
"GRATIUS",1
"GRAVOR",1
"GRECIOUS",1
"GREET",1
"GRESHOM",1
"GREVAYO",1
"GREYTON",1
"GRIVAS",1
"GUESSING",1
"GYAN",1
"HABANYAMA",1
"HADRILL",1
"HAMBIZI",1
"HAMPHREY",1
"HANKOMBO",1
"HARDWELL",1
"HAROLD",1
"HASWELL",1
"HAZEL",1
"HEBSON",1
"HELEMETY",1
"HEMODY",1
"HENREY",1
"HEROLD",1
"HEZEKIYA",1
"HIGHTEN",1
"HILLARY",1
"HITCHISONG",1
"HODRICK",1
"HOPE",1
"HUDSON",1
"HUNPHREY",1
"HUSSIEN",1
"IBRASHA",1
"IFOCE",1
"IMBUWA",1
"ISHAMEL",1
"ISON",1
"ISTLLALA",1
"ITONY",1
"IVEN",1
"IZULU",1
"JAFFET",1
"JAINEK",1
"JAKOBI",1
"JANSON",1
"JASAT",1
"JEANS",1
"JECKAP",1
"JEFTER",1
"JEKAP",1
"JELASI",1
"JELOUS",1
"JEPHER",1
"JEREMY",1
"JERICO",1
"JERRICK",1
"JESPERT",1
"JESTON",1
"JETHROW",1
"JETTY",1
"JIMSON",1
"JIWAOH",1
"JOAN",1
"JOB",1
"JOEY",1
"JOHNSON",1
"JONASI",1
"JOPSON",1
"JOSPHART",1
"JUBILENT",1
"JUDGE",1
"JULIANO",1
"JUVELIOUS",1
"JUVENTUS",1
"KABUTU",1
"KABWELENI",1
"KACHIKO",1
"KACHIZA",1
"KAELA",1
"KAFULUMILA",1
"KAILANDE",1
"KAINAS",1
"KAJUGWA",1
"KALEB",1
"KALIKUWA",1
"KALOBE",1
"KALUBA",1
"KALUZI",1
"KAMBILEKO",1
"KAMCHENGA",1
"KAMPAMBA",1
"KAMUYA",1
"KAMZEMBE",1
"KANDINGO",1
"KANGACHEPE",1
"KANGWE",1
"KANSHAMBA",1
"KANYANGA",1
"KAOMA",1
"KAPUMPE",1
"KAPYA",1
"KASAMIKA",1
"KASASHI",1
"KASEBA",1
"KASONDE",1
"KATALA",1
"KATEBE",1
"KATUNGU",1
"KAWECHE",1
"KAWILIZA",1
"KAYAMA",1
"KAZITO",1
"KEDSON",1
"KEGAN",1
"KELLIOTE",1
"KELVIS",1
"KENANI",1
"KENETH",1
"KENNAN",1
"KENS",1
"KENTON",1
"KEPHAS",1
"KESWICA",1
"KEZIOSS",1
"KEZIUS",1
"KHEMBO",1
"KIM",1
"KINDA",1
"KISCO",1
"KISITO",1
"KIZITO",1
"KOCHELANI",1
"KOMICHI",1
"KONDESANI",1
"KUBALA",1
"KULOMA",1
"KUMOYO",1
"KWANDU",1
"LABSON",1
"LACKWELL",1
"LAIWELE",1
"LAMANKIO",1
"LAMULANI",1
"LANFORD",1
"LANGITON",1
"LASIKE",1
"LASTO",1
"LAWO",1
"LAYFORD",1
"LAZALOUS",1
"LEKELAN",1
"LEMBANI",1
"LENI",1
"LENOX",1
"LEORNARD",1
"LESLIE",1
"LETSON",1
"LIBSON",1
"LIFTEDRICK",1
"LIGHTWELL",1
"LINGISONI",1
"LISTON",1
"LITIA",1
"LIVE",1
"LIVING",1
"LIZAZI",1
"LONDON",1
"LOOKFACE",1
"LOT",1
"LOVENESS",1
"LUBOSI",1
"LUCKSON",1
"LUKIA",1
"LUKONDO",1
"LUKUS",1
"LUMANKIYO",1
"LUMBUKA",1
"LUNGISANI",1
"LUPIYA",1
"LUSAKO",1
"LUTANGALO",1
"LYOLD",1
"MAAMBO",1
"MAC",1
"MACHOBANI",1
"MACKMILAN",1
"MACLEAN",1
"MACREEVE",1
"MADA",1
"MADALITSO",1
"MAIKO",1
"MAILONI",1
"MAJUTA",1
"MAKASA",1
"MAKONO",1
"MAKUNGU",1
"MALAMO",1
"MALENGA",1
"MALISENI",1
"MALLANDU",1
"MALUMO",1
"MALVIN",1
"MANDALIZA",1
"MANGULE",1
"MANJASE",1
"MANUEL",1
"MANYONI",1
"MAPILA",1
"MARCFORD",1
"MARIA",1
"MARIE",1
"MARKSON",1
"MARPOSA",1
"MARTSON",1
"MASIKU",1
"MASILILO",1
"MASONGA",1
"MASTIN",1
"MASULANI",1
"MATAFILA",1
"MATHEAS",1
"MATHWES",1
"MATIPA",1
"MATONGO",1
"MAXEN",1
"MAXIMILLIAN",1
"MAXON",1
"MAXWEL",1
"MAYFORD",1
"MAZUNZO",1
"MCHINGA",1
"MEDADO",1
"MEDELIKO",1
"MEDIAS",1
"MENYANI",1
"MERVIS",1
"MESSAGE",1
"MICHEALS",1
"MICK",1
"MIGHTWELL",1
"MILDRED",1
"MILLION",1
"MILNA",1
"MILON",1
"MILTON",1
"MISELO",1
"MISHO",1
"MISSAEL",1
"MITAS",1
"MIYANDA",1
"MKUBO",1
"MODDY",1
"MODECAI",1
"MODERN",1
"MOFYA",1
"MOJACK",1
"MONDE",1
"MOONDE",1
"MORLAND",1
"MOSTARD",1
"MOTIVE",1
"MOTON",1
"MPANDO",1
"MSHANGA",1
"MTONIA",1
"MUBUKWANU",1
"MUCHINDU",1
"MUFUBILA",1
"MUFUZI",1
"MUHONGO",1
"MUKANWA",1
"MUKAWAZO",1
"MUKINDA",1
"MUKUPA",1
"MULELA",1
"MULI",1
"MULINDA",1
"MUMA",1
"MUNDINGA",1
"MUNGANDU",1
"MUNSAKA",1
"MUPETA",1
"MUSAKA",1
"MUSEMU",1
"MUSHALA",1
"MUSIWA",1
"MUSTALA",1
"MUTALE",1
"MUTAZANA",1
"MUTENA",1
"MUTEPA",1
"MUTUNA",1
"MUYAMBANGO",1
"MUYANGA",1
"MUYANGWA",1
"MUYUNELA",1
"MUZIBE",1
"MWAANGA",1
"MWAKABESHA",1
"MWALIMUS",1
"MWAMBAKANI",1
"MWANAKOBWA",1
"MWANZA",1
"MWAZIPEZA",1
"MWEMBWE",1
"MWICHE",1
"MWILA",1
"NABITA",1
"NANDIKANI",1
"NAPHATALI",1
"NAPHTALL",1
"NASHO",1
"NATANELAR",1
"NATHON",1
"NATURE",1
"NCHIMUNYA",1
"NDEMBELA",1
"NEBART",1
"NEDY",1
"NELLOH",1
"NENI",1
"NEPHAT",1
"NERVOUS",1
"NEVISON",1
"NEZZIE",1
"NGANDU",1
"NGOZI",1
"NGULA",1
"NICODEMUS",1
"NJANJE",1
"NJOMBWA",1
"NOBBY",1
"NORAH",1
"NORRIAS",1
"NORTHAN",1
"NOWA",1
"NSENGE",1
"NTHAMBEN",1
"NUMEL",1
"NYIKA",1
"NYOTO",1
"OBINOS",1
"OBORNY",1
"OBRYAN",1
"OBSON",1
"OCEAN",1
"ODICIOUS",1
"OFFICE",1
"OLASCO",1
"ONGANI",1
"OPHER",1
"ORCHARD",1
"ORIS",1
"OSBORNE",1
"OSTER",1
"OSWIN",1
"PACHIKE",1
"PADWELL",1
"PAKENI",1
"PANDA",1
"PANTAELO",1
"PARTRICK",1
"PASCOL",1
"PASSWELL",1
"PATRICIA",1
"PATRISIO",1
"PAULSON",1
"PAZILAM",1
"PEGAM",1
"PENEFUL",1
"PEPINO",1
"PERCIVAL",1
"PERRY",1
"PETRAS",1
"PHALES",1
"PHEBIAS",1
"PHETEBY",1
"PHILIMONI",1
"PHILMON",1
"PHOSTER",1
"PINNA",1
"PIOUS",1
"PLAN",1
"POKANI",1
"PONDAMALI",1
"PORTPHER",1
"POSIWA",1
"POSTANI",1
"POWELL",1
"PRECHARD",1
"PROBBY",1
"PROGRESS",1
"PROTASHO",1
"PUMULO",1
"PYTHIAS",1
"RABISON",1
"RACHEAL",1
"RAMS",1
"RAPSON",1
"RASSONE",1
"RATHAM",1
"RAYMOND",1
"REBY",1
"REINFORD",1
"RESTER",1
"REYMOND",1
"RICHANDA",1
"RICHMON",1
"RICKY",1
"RIGHT",1
"ROBBIE",1
"RODRINE",1
"ROGERS",1
"RONICK",1
"RUSELL",1
"RUTHERFORD",1
"SACHELE",1
"SADOKI",1
"SAIDA",1
"SAILOSI",1
"SAIZI",1
"SALANGETE",1
"SALATIYELE",1
"SALYBABELY",1
"SAMARA",1
"SAMMY",1
"SAMS",1
"SANDAS",1
"SANDE",1
"SANGSTER",1
"SAUL",1
"SAULOS",1
"SAYENERA",1
"SCAVER",1
"SCRIEVENER",1
"SECRET",1
"SEKESHANI",1
"SELI",1
"SELVAS",1
"SENIOR",1
"SEPPY",1
"SERGENT",1
"SEVERRINO",1
"SHAFT",1
"SHAMPULULA",1
"SHAPSON",1
"SHARON",1
"SHEBBY",1
"SHILIYA",1
"SHONGE",1
"SIAME",1
"SIAPANDE",1
"SIBESO",1
"SIGNET",1
"SILASI",1
"SILON",1
"SIMASHO",1
"SIMATAA",1
"SIMBI",1
"SIMBOTWE",1
"SIMMY",1
"SIMUTWE",1
"SINGANIZA",1
"SINKAZI",1
"SIPILIANO",1
"SITENI",1
"SITWALA",1
"SIYAYO",1
"SKINNER",1
"SLY",1
"SMOKE",1
"SOHATI",1
"SOLOMONI",1
"SONGA",1
"SONGWE",1
"SONY",1
"SPECK",1
"SPENCE",1
"SPURRIER",1
"SQUARE",1
"STAFORD",1
"STAINELY",1
"STALLION",1
"STAN",1
"STANDWELL",1
"STANNY",1
"STANSLAUS",1
"STAR",1
"STEADIO",1
"STERWARD",1
"STONKIN",1
"STYFORD",1
"SUNFORD",1
"SUNNY",1
"SWIDE",1
"SYZZER",1
"TALENT",1
"TAMBUDZAI",1
"TASWELL",1
"TAYO",1
"TELENKAKO",1
"TEMBOZI",1
"TENYSON",1
"TERRYS",1
"THADDEUS",1
"THAILOS",1
"THAULO",1
"THELENCIA",1
"THEO",1
"TIMSON",1
"TINGA",1
"TIZA",1
"TONGE",1
"TRACIZIO",1
"TUKOMBE",1
"TUNFELLOW",1
"TYFORD",1
"UNDI",1
"VAISON",1
"VALENTINE",1
"VALERIAN",1
"VALIZANI",1
"VANHILL",1
"VENIAS",1
"VENTON",1
"VERSE",1
"VICE",1
"VINE",1
"VIOLET",1
"VIRGINIA",1
"VISTER",1
"VOCTOR",1
"WAKINA",1
"WALLAS",1
"WARNER",1
"WATER",1
"WEAKSON",1
"WEDSON",1
"WELL",1
"WELLY",1
"WELSTON",1
"WEZLEY",1
"WHITED",1
"WHYSON",1
"WILLBERT",1
"WILLIAMS",1
"WILLIE",1
"WILTONE",1
"WINRICH",1
"WINSTON",1
"WIZZY",1
"WYSS",1
"YAKOBE",1
"YAMBANI",1
"YANDSON",1
"YASMIN",1
"YEMBE",1
"YEPULANI",1
"YOLANIE",1
"YOSEFE",1
"YOUNG",1
"YOWANO",1
"YUDAH",1
"YUMBA",1
"YVONE",1
"ZAKALIA",1
"ZAWANDA",1
"ZEBI",1
"ZEDDY",1
"ZEPHY",1
"ZIKONDANA",1
"ZIMBA",1
"ZINANI",1
"ZIPUSA",1
"ZONDI",1
"ZUMANI",1
