Name,Relative Likelihood
SILWENGA,2
SIMABUYU,2
SIMACHILA,2
SIMAKOLOYI,2
SIMANGO,2
SIMASENKE,2
SIMATA,2
SIMAU,2
SIMBOTWE,2
SIMOLOKA,2
SIMPASA,2
SIMUNYAMA,2
SIMUYAMBALA,2
SIMWALE,2
SINAKAIMBI,2
SINAMUGULU,2
SINDAAYE,2
SINKAMBA,2
SINKOLI,2
SINKONDE,2
SIPANJE,2
SIPILIAMO,2
SISHUMBA,2
SITAMBULI,2
SITINKWI,2
SNAPPER,2
SOKONI,2
SOLO,2
SOLOCHI,2
SONDASHI,2
SONDE,2
SOTA,2
SUBULWA,2
SUMBUKENI,2
SWALAMBA,2
SYACHALINGA,2
TAMBATAMBA,2
TAULO,2
TEBE,2
TEGURU,2
TEMBA,2
TENDAI,2
THEO,2
TIKKI,2
TINDI,2
TOLOSHI,2
TUMBWE,2
WACHILA,2
WAKUMELO,2
WALAWALA,2
WALUSA,2
WATAE,2
WAYUMA,2
WILLIMA,2
WURSTER,2
YALUKANDA,2
YAMBAYAMBA,2
YENGA,2
YEYENGA,2
YOMBWE,2
YONA,2
YOWELA,2
ZABANI,2
ZAMBARA,2
ZANDALA,2
ZAWE,2
ZOZI,2
ABISA,1
ABSOLOM,1
ACRAD,1
AKAFEKWA,1
AKAKULUBELWA,1
AKALEMWA,1
AKAMANDISA,1
AKASIWA,1
AKATANDA,1
AKAWANA,1
AKOKWA,1
ALIKO,1
ALINANINE,1
ALUVELA,1
AMBALI,1
AMBULOSHI,1
AMONI,1
AMUKENA,1
ANANDALA,1
ANDALA,1
ANDERSON,1
ANGAKIFI,1
ANGOLA,1
APULENI,1
ASAFU,1
AZELE,1
BAABINA,1
BAKALA,1
BAKASA,1
BALU,1
BALUMBI,1
BANDELA,1
BANGGWE,1
BARAKA,1
BATHOLOMEU,1
BATT,1
BAZEKA,1
BBAKASA,1
BBANDIKA,1
BBELA,1
BBOFI,1
BBOTOMANI,1
BBUBALA,1
BBUNE,1
BBUTAU,1
BBWATU,1
BEANS,1
BEAUTY,1
BEEBE,1
BELAMA,1
BENCHELE,1
BENTO,1
BERNADATE,1
BERNARD,1
BESONGO,1
BEYA,1
BEYANI,1
BEZA,1
BIKOKO,1
BILI,1
BISENSA,1
BIYELA,1
BOKWE,1
BOLDWIN,1
BONAVENTURE,1
BONOMALI,1
BORNFACE,1
BOTA,1
BOTHMA,1
BRENDA,1
BRUNO,1
BUBBALA,1
BUJANI,1
BULONGO,1
BULOWA,1
BULOWE,1
BUNDA,1
BUPANDA,1
BUPE,1
BUSANGE,1
BUYU,1
BWALES,1
BWANALA,1
BWANGA,1
BWATO,1
BWAYUMA,1
CECILIA,1
CHAALO,1
CHAANGULA,1
CHAANJI,1
CHAATILA,1
CHAAZA,1
CHABELU,1
CHABINGA,1
CHABUKA,1
CHABULA,1
CHABVUKA,1
CHADUKWA,1
CHAHOONGA,1
CHAIZA,1
CHAKACHILA,1
CHAKAWA,1
CHAKAZA,1
CHAKWIYA,1
CHALANSI,1
CHALAPUKA,1
CHALATA,1
CHALIKOSA,1
CHALIKWEPA,1
CHALIMBA,1
CHALUMBA,1
CHAMAKUWA,1
CHAMANGA,1
CHAMANGOLA,1
CHAMANYONGA,1
CHAMBISHA,1
CHAMMBWA,1
CHAMPA,1
CHAMPANGA,1
CHAMPWE,1
CHAMUKUYU,1
CHAMULULU,1
CHANA,1
CHANAKILA,1
CHANDALA,1
CHANDIKA,1
CHANDWA,1
CHANDWE,1
CHANFUKO,1
CHANGALA,1
CHANGOLO,1
CHANGUPA,1
CHAPAKUPAKU,1
CHAPISA,1
CHAPOTOKA,1
CHAPUKILA,1
CHAPULA,1
CHAPUSHA,1
CHASALA,1
CHASHA,1
CHASWEKA,1
CHATUGWA,1
CHATUKULA,1
CHATUPA,1
CHAVULA,1
CHAWINGA,1
CHAYA,1
CHAYABA,1
CHAZANGWE,1
CHAZANSO,1
CHBINGA,1
CHEEPA,1
CHELLAH,1
CHEMBELA,1
CHEMEYA,1
CHENGO,1
CHESENGA,1
CHEWA,1
CHIABI,1
CHIAWA,1
CHIBA,1
CHIBALO,1
CHIBAMBO,1
CHIBANGO,1
CHIBAYA,1
CHIBBALIMU,1
CHIBBULA,1
CHIBBUNU,1
CHIBEKA,1
CHIBELENGA,1
CHIBEMBE,1
CHIBEMPE,1
CHIBENDA,1
CHIBENGA,1
CHIBINGA,1
CHIBISHA,1
CHIBIYA,1
CHIBOLEKA,1
CHIBOMBA,1
CHIBOMBELA,1
CHIBOMBWE,1
CHIBONGA,1
CHIBOTA,1
CHIBOZU,1
CHIBUBI,1
CHIBUKISHO,1
CHIBULI,1
CHIBULO,1
CHIBULU,1
CHIBUNGA,1
CHIBWA,1
CHIDANO,1
CHIFOLA,1
CHIFUMPO,1
CHIFUSE,1
CHIFUSHA,1
CHIFUSHI,1
CHIFWAHA,1
CHIFWE,1
CHIFWEPA,1
CHIGALU,1
CHIGWANDA,1
CHIILA,1
CHIIMBWE,1
CHIINDA,1
CHIINGU,1
CHIINYA,1
CHIIYA,1
CHIKAILE,1
CHIKAMBA,1
CHIKAMBWE,1
CHIKANDULA,1
CHIKANDWA,1
CHIKANKA,1
CHIKANUKA,1
CHIKATULA,1
CHIKAZULA,1
CHIKOBENI,1
CHIKOKA,1
CHIKOKO,1
CHIKOLA,1
CHIKOLI,1
CHIKOLOMA,1
CHIKOMA,1
CHIKONDI,1
CHIKONKOTE,1
CHIKOPELA,1
CHIKOPO,1
CHIKOSOLA,1
CHIKOTA,1
CHIKOTI,1
CHIKUBA,1
CHIKUBALE,1
CHIKULA,1
CHIKULU,1
CHIKUMBULA,1
CHIKUNDA,1
CHIKUNDUZI,1
CHIKUZANGO,1
CHIKWABA,1
CHIKWABI,1
CHIKWASHA,1
CHIKWATI,1
CHIKWENYA,1
CHIKWIZI,1
CHILABIKA,1
CHILAKA,1
CHILAMISA,1
CHILANDO,1
CHILANDU,1
CHILANSI,1
CHILEBELA,1
CHILEKA,1
CHILEKANA,1
CHILEKE,1
CHILEKWAK,1
CHILEMALEMA,1
CHILEMBA,1
CHILEMENA,1
CHILENDE,1
CHILIBAMBA,1
CHILIKWAZI,1
CHILIKWELA,1
CHILINDI,1
CHILIOTI,1
CHILIPA,1
CHILIPAMUSHI,1
CHILOMA,1
CHILOMBWA,1
CHILONDA,1
CHILONDE,1
CHILONDOKELA,1
CHILONGA,1
CHILONGO,1
CHILSEHE,1
CHILULU,1
CHILUMBE,1
CHILUMBWA,1
CHILUMBWE,1
CHILUNDA,1
CHILUNGWA,1
CHILUPULA,1
CHILUWA,1
CHILUYA,1
CHILWALO,1
CHILWANZA,1
CHILWESA,1
CHILWESHI,1
CHILYATA,1
CHIMALILO,1
CHIMANDA,1
CHIMANINA,1
CHIMANYA,1
CHIMBAMANGA,1
CHIMBAYAMBAYA,1
CHIMBELU,1
CHIMBILA,1
CHIMBIPA,1
CHIMBOKAILA,1
CHIMBONDO,1
CHIMBOYI,1
CHIMBUKUMA,1
CHIMBWETE,1
CHIMEDZA,1
CHIMEKO,1
CHIMITOBE,1
CHIMOGA,1
CHIMPIZI,1
CHIMPUSA,1
CHIMPUTA,1
CHIMULA,1
CHIMUNIKA,1
CHIMVWENTA,1
CHIMWANDO,1
CHIMWANGA,1
CHIMWEMBE,1
CHIMWISHA,1
CHIMYA,1
CHINAMILA,1
CHINANDA,1
CHINDADU,1
CHINDALO,1
CHINDEVU,1
CHINDIMA,1
CHINDINDINDI,1
CHINDO,1
CHINDOLO,1
CHINEDARO,1
CHINEMANA,1
CHINEMBILI,1
CHINENE,1
CHINGAMBO,1
CHINGAMBU,1
CHINGANDU,1
CHINGANYA,1
CHINGISHI,1
CHINGUBE,1
CHINGUMBU,1
CHINGUWO,1
CHINGWALI,1
CHINHOI,1
CHINHOYI,1
CHINJILE,1
CHINKAYUBA,1
CHINKEYA,1
CHINKULI,1
CHINOI,1
CHINPANGANO,1
CHINSAMBWE,1
CHINTALE,1
CHINTU,1
CHINUKA,1
CHINULA,1
CHINYEKA,1
CHINYEME,1
CHINYEU,1
CHINYINGA,1
CHINYUMA,1
CHINZA,1
CHINZALA,1
CHIPAKO,1
CHIPAKUPAKU,1
CHIPALA,1
CHIPALAMA,1
CHIPALAYE,1
CHIPAMBA,1
CHIPAMBALA,1
CHIPAMBWE,1
CHIPAMO,1
CHIPANGU,1
CHIPAPO,1
CHIPASHYA,1
CHIPAZYI,1
CHIPEGO,1
CHIPEKE,1
CHIPEMBERE,1
CHIPENDO,1
CHIPENGE,1
CHIPESO,1
CHIPIKAMWALA,1
CHIPIMPI,1
CHIPINDA,1
CHIPINDO,1
CHIPINI,1
CHIPOLA,1
CHIPOMGWE,1
CHIPONDE,1
CHIPOWA,1
CHIPU,1
CHIPUNDU,1
CHIPUNGO,1
CHIPUNGU,1
CHIPUNKA,1
CHIPWAYA,1
CHIPWENDA,1
CHIPWENDE,1
CHIPWEPWE,1
CHIRAMBO,1
CHIRIZA,1
CHIRUMEDZAI,1
CHISAALA,1
CHISABANGA,1
CHISAKWE,1
CHISASA,1
CHISAYA,1
CHISEBA,1
CHISEKA,1
CHISEKE,1
CHISENGALUMBWE,1
CHISENSE,1
CHISHALA,1
CHISHALE,1
CHISHIBA,1
CHISHINDIKENI,1
CHISHINGA,1
CHISINDA,1
CHISOKO,1
CHISOMPA,1
CHISONGO,1
CHISUKWA,1
CHISUMBWA,1
CHISUWA,1
CHITAFU,1
CHITAKU,1
CHITAKWA,1
CHITAKWE,1
CHITALA,1
CHITALIMA,1
CHITAMBI,1
CHITANGALA,1
CHITAU,1
CHITEBETA,1
CHITEMBEYA,1
CHITEMBO,1
CHITENDE,1
CHITIYA,1
CHITO,1
CHITOBOLO,1
CHITOMOMBO,1
CHITONKA,1
CHITOSHI,1
CHITUBULA,1
CHITULE,1
CHITULI,1
CHITUMBO,1
CHITUMFWA,1
CHITUPI,1
CHITUYE,1
CHITWATA,1
CHITYAMBA,1
CHIULU,1
CHIUMYA,1
CHIVIMA,1
CHIVUMBULE,1
CHIVUNGA,1
CHIVWINDI,1
CHIWAMA,1
CHIWANA,1
CHIWAULA,1
CHIWEMUKULU,1
CHIWUNZU,1
CHIYABI,1
CHIYAMA,1
CHIYAMBA,1
CHIYAMULO,1
CHIYANA,1
CHIYANGI,1
CHIYANIKA,1
CHIYASA,1
CHIYENGE,1
CHIYEYA,1
CHIYOBA,1
CHIYOBEKA,1
CHIYOKOMA,1
CHIYUKA,1
CHIZANGA,1
CHIZOKE,1
CHIZOMBO,1
CHIZUBO,1
CHIZUKE,1
CHIZYUKA,1
CHOCHA,1
CHOLWE,1
CHOMA,1
CHOMBE,1
CHOMBELA,1
CHONDWE,1
CHONGA,1
CHONGWANI,1
CHOOBA,1
CHOOKA,1
CHOOKWE,1
CHOOMA,1
CHOOMBWA,1
CHOOPA,1
CHOOYE,1
CHOPAZYO,1
CHOWA,1
CHOZE,1
CHOZOLA,1
CHRIS,1
CHRISPINE,1
CHRISTINE,1
CHSHIMBA,1
CHUBILA,1
CHUMABANTU,1
CHUMISHA,1
CHUMPUKA,1
CHUMYA,1
CHUNDILA,1
CHUNGILA,1
CHUSHI,1
CHUTIKA,1
CHUUBO,1
CHUUNDA,1
CHUZU,1
CHYBAWE,1
CIFIRE,1
DABBU,1
DABU,1
DAHA,1
DAIMON,1
DAMISO,1
DANFORD,1
DAUDI,1
DAUSI,1
DAVIS,1
DEBEER,1
DILA,1
DIMBA,1
DIVINE,1
DIWA,1
DOKOWE,1
DOLOPO,1
DONGO,1
DOOLO,1
DOONGO,1
DOREEN,1
DULE,1
DUMA,1
DUMITSANI,1
DUNGENI,1
DUNKEN,1
DUUMBA,1
EBERT,1
EDDY,1
EDINA,1
EDNA,1
ELINA,1
ELINAT,1
ELLIS,1
EUNICE,1
EZIKE,1
FACKSON,1
FASHILI,1
FATUMA,1
FAULCONER,1
FENISHI,1
FIBENSE,1
FILAKATI,1
FILAMBA,1
FIREMBA,1
FISHILI,1
FISONGA,1
FLORENCE,1
FRIDAH,1
FUBISHA,1
FULAI,1
FUMBESHI,1
FUNASHI,1
FUNGA,1
FUNGALOKA,1
FUNGANA,1
FUNGULU,1
FUNJIKA,1
FUNKUTA,1
FURAHA,1
FWALANGA,1
FWAMBO,1
FWIFWI,1
FWIINA,1
GAIKAI,1
GALAPA,1
GAMA,1
GANDULA,1
GANGO,1
GARAKARA,1
GAULA,1
GAWA,1
GAWANZA,1
GAWAZA,1
GEROLEMAKIS,1
GETRUDE,1
GODFREY,1
GOLA,1
GOMBOLA,1
GONDE,1
GONDULE,1
GONGONI,1
GOTOLA,1
GRIFFIN,1
GUNDUZA,1
GWEBENTE,1
GWENULE,1
HAAKANDA,1
HAAMAMBA,1
HAAMANJILA,1
HAAMPANDE,1
HAAMWAKA,1
HAANTUBA,1
HAATEMA,1
HABAMBA,1
HABANJI,1
HABANYA,1
HABBELI,1
HABEENE,1
HABENGE,1
HABENZU,1
HABILA,1
HABOWA,1
HABOYA,1
HABUKALI,1
HABULA,1
HABULIMO,1
HABULUNGU,1
HABUMBENI,1
HABUSALA,1
HABUSENGA,1
HABUWELE,1
HABWAAZA,1
HABWACA,1
HABWACHA,1
HABWANDE,1
HABWANGA,1
HABWIZU,1
HACHAKWALE,1
HACHALINGA,1
HACHAMBWE,1
HACHIBAMBO,1
HACHIBENGE,1
HACHIBEZYI,1
HACHIBINGA,1
HACHIBONDE,1
HACHIBONDO,1
HACHIBWANJA,1
HACHIKONA,1
HACHIKUNKA,1
HACHILAPI,1
HACHILEMA,1
HACHILIMA,1
HACHILO,1
HACHILONGO,1
HACHIMBANDA,1
HACHIMBWELELE,1
HACHIMWAYA,1
HACHIPOLA,1
HACHIPOMDWE,1
HACHIPUMBE,1
HACHIPUMBI,1
HACHITAKA,1
HACHOLOMBE,1
HACHOOBWA,1
HACHOOMBWA,1
HACHOONGO,1
HACHUNDE,1
HACUMA,1
HADANGO,1
HADOKO,1
HAFULUKWA,1
HAFUNDA,1
HAGOONTA,1
HAJAKO,1
HAJILO,1
HAKABINGA,1
HAKAFUMBE,1
HAKAJIKA,1
HAKAKATA,1
HAKALA,1
HAKALAWU,1
HAKALE,1
HAKALIMA,1
HAKALUBA,1
HAKANENE,1
HAKANTU,1
HAKANUNGU,1
HAKAPABA,1
HAKAPABILA,1
HAKAPOBO,1
HAKAPOKO,1
HAKASEBA,1
HAKAZEENE,1
HAKETA,1
HAKETE,1
HAKUBICHA,1
HAKUBIJA,1
HALIWA,1
HALOBELA,1
HALOKA,1
HALUBANJE,1
HALUBONO,1
HALUKALA,1
HALUMAMBA,1
HALUMBA,1
HALUSYAMBA,1
HALWEENDO,1
HALWINDI,1
HAMAAMBO,1
HAMAAPA,1
HAMAFONKO,1
HAMAHUMA,1
HAMAILA,1
HAMAILI,1
HAMAIMBO,1
HAMAKALU,1
HAMAKATOKA,1
HAMAKOWA,1
HAMAKUMBA,1
HAMALAKA,1
HAMALYANGOMBE,1
HAMANGANA,1
HAMANI,1
HAMANJANJI,1
HAMANYANA,1
HAMAPWALI,1
HAMASAKA,1
HAMASUMO,1
HAMATEYO,1
HAMATOWE,1
HAMAYANDA,1
HAMAZENTA,1
HAMAZYANGWE,1
HAMBIYA,1
HAMBOKOMA,1
HAMBULA,1
HAMBWATA,1
HAMBWILA,1
HAMEDZIKINI,1
HAMILANDI,1
HAMILIMO,1
HAMISAKO,1
HAMISALE,1
HAMNYANGA,1
HAMOOBOLA,1
HAMOOMBA,1
HAMOOMBE,1
HAMOONXE,1
HAMOONZE,1
HAMPANGANI,1
HAMPANGO,1
HAMPEYO,1
HAMPUNGANI,1
HAMUBBI,1
HAMUBBYA,1
HAMUCHEMBU,1
HAMUCHIMBA,1
HAMUGALA,1
HAMUGANYO,1
HAMUKACHALI,1
HAMUKALE,1
HAMUKALI,1
HAMUKOZU,1
HAMUKULULE,1
HAMUKUWA,1
HAMUNGANDU,1
HAMUNIDE,1
HAMUNJI,1
HAMUNONO,1
HAMUNSAKWA,1
HAMUNSANKWA,1
HAMUNTILI,1
HAMUNYU,1
HAMUSANKA,1
HAMUSHAMBA,1
HAMUSIYA,1
HAMUSONDA,1
HAMUSONDE,1
HAMUSUKWE,1
HAMUTAKATA,1
HAMUTETE,1
HAMUTULI,1
HAMVAZA,1
HAMWAABA,1
HAMWAANGA,1
HAMWAKA,1
HAMWANZA,1
HAMWATA,1
HAMWEEMBE,1
HAMWEENZU,1
HAMWELA,1
HAMWELUKA,1
HAMWEMBA,1
HAMWENDA,1
HAMWENDENGWE,1
HAMWIYA,1
HANAKEEMBE,1
HANALUNGU,1
HANAMPOLA,1
HANAMWEEMBA,1
HANANYUMBWE,1
HANCUMBA,1
HANDAVU,1
HANDE,1
HANDIDO,1
HANDIMA,1
HANDUMA,1
HANDWANI,1
HANGUBI,1
HANGUNDU,1
HANGUNYU,1
HANGWALA,1
HANGWELE,1
HANINGA,1
HANJALIKA,1
HANJELESHA,1
HANJILA,1
HANJUWA,1
HANKAKATA,1
HANKAMBI,1
HANKANGA,1
HANKETE,1
HANKOPE,1
HANKUBA,1
HANKUMBA,1
HANKUNKU,1
HANKWA,1
HANOMBE,1
HANSAKA,1
HANSALI,1
HANSELUKA,1
HANSENDE,1
HANTEBE,1
HANTETE,1
HANTUKUMANE,1
HANUNGU,1
HANYAI,1
HANYAMA,1
HANYEMU,1
HANYENZU,1
HANYEZU,1
HANYINDI,1
HANYINZA,1
HANYUKA,1
HANZIBA,1
HANZUMA,1
HAPIKA,1
HAPYILA,1
HARAWA,1
HARRISON,1
HASINGA,1
HATEBO,1
HATEMBO,1
HATIMBA,1
HATINBULA,1
HATOMBWE,1
HATULEKE,1
HATULONGA,1
HATYOKA,1
HAVUPULA,1
HAYUNUNU,1
HAZAALI,1
HAZALI,1
HAZIBWENE,1
HAZIYU,1
HAZIZA,1
HAZOMA,1
HAZUNGA,1
HEBEENZU,1
HIBBUKU,1
HIBEENE,1
HIINTA,1
HIKALALA,1
HILOKA,1
HILUBONO,1
HIMAAMBO,1
HIMAIZE,1
HIMAKANKATA,1
HIMAKANTA,1
HIMONGA,1
HIMOONZE,1
HIMOOYA,1
HIMULYA,1
HIMUMBA,1
HIMUSENA,1
HIMUUNZA,1
HIMUYI,1
HIMWEEMBA,1
HIMWEENE,1
HIMWILA,1
HITIMA,1
HOPE,1
HOSOLO,1
HOTO,1
HOVE,1
HYANGALE,1
IDEZYA,1
IGNATIOUS,1
IKABONGO,1
IKAFA,1
IKASAYA,1
ILUKELA,1
ILUNDU,1
IMWAKA,1
INGWA,1
IPUTU,1
ISAYA,1
ISITEKETO,1
ITWI,1
JABALANDA,1
JABIKA,1
JAFFRAY,1
JAKALASI,1
JALABANI,1
JANET,1
JANKIE,1
JEKE,1
JENNIPHER,1
JESTA,1
JIKANA,1
JILANDA,1
JIMAYI,1
JISHIKA,1
JITESHI,1
JOEL,1
JOHAVU,1
JOHNSON,1
JOMBOLO,1
JOMOKELA,1
JONAS,1
JONASI,1
JOOJO,1
JOONGA,1
JOSAYA,1
JOSEPHAT,1
JOULE,1
JUBETA,1
JUDITH,1
JUMAH,1
JURU,1
KAALE,1
KAAMBA,1
KAANA,1
KAANDWE,1
KABABA,1
KABACHE,1
KABALI,1
KABAMBANYA,1
KABANDAMA,1
KABANDI,1
KABANGA,1
KABANGE,1
KABANGO,1
KABANGWA,1
KABANJE,1
KABAYE,1
KABAZA,1
KABBONK,1
KABEDI,1
KABELEKA,1
KABENBA,1
KABENDE,1
KABETO,1
KABIKISHA,1
KABILA,1
KABISA,1
KABOBO,1
KABOMBEKA,1
KABONA,1
KABONSO,1
KABOSHA,1
KABOTA,1
KABUKU,1
KABULENYI,1
KABULI,1
KABUNDWE,1
KABUNGO,1
KABWALI,1
KABWELA,1
KABWITA,1
KACEPA,1
KACHA,1
KACHALI,1
KACHANI,1
KACHANTA,1
KACHE,1
KACHELA,1
KACHELE,1
KACHENGELA,1
KACHERE,1
KACHESA,1
KACHEYA,1
KACHILI,1
KACHIMBA,1
KACHINGWA,1
KACHINKA,1
KACHOLOLA,1
KACHOMA,1
KACHWENDA,1
KADABULA,1
KADAKWA,1
KADENE,1
KADEYO,1
KADIMBA,1
KADONDO,1
KADONGWE,1
KADYATA,1
KAFIWIMBI,1
KAFOLA,1
KAFUKALI,1
KAFULURA,1
KAFUNYEKE,1
KAFUTI,1
KAFWAFWI,1
KAFWANA,1
KAFWATA,1
KAFWEBO,1
KAFWIFWI,1
KAFWILO,1
KAGAMA,1
KAGUNDA,1
KAHALE,1
KAHEMBILI,1
KAHENDA,1
KAHILU,1
KAHONYI,1
KAHYATA,1
KAILA,1
KAINAMA,1
KAINGA,1
KAINONGE,1
KAINYA,1
KAIRA,1
KAISA,1
KAITISHA,1
KAIZA,1
KAJINGA,1
KAJOKOTO,1
KAJONGO,1
KAJUGWA,1
KAKENGE,1
KAKISA,1
KAKUBO,1
KAKUNTA,1
KAKUSA,1
KAKWENDE,1
KAKWEZHI,1
KAKWIYA,1
KALAKI,1
KALALILE,1
KALANGA,1
KALANGISHA,1
KALANGU,1
KALANGWA,1
KALAPOMGA,1
KALAPWE,1
KALEBUKA,1
KALEJI,1
KALEKI,1
KALEKWA,1
KALENDA,1
KALESU,1
KALIGONYE,1
KALIKENKA,1
KALIKI,1
KALIKONGA,1
KALILANGE,1
KALILO,1
KALIMBE,1
KALIMBWE,1
KALIMINWA,1
KALIMO,1
KALINGA,1
KALINOFO,1
KALIPENTA,1
KALIYA,1
KALIYANGILE,1
KALOBE,1
KALOBWE,1
KALUBALE,1
KALUBWA,1
KALUKANGO,1
KALULISHA,1
KALUMBU,1
KALUME,1
KALUMIANA,1
KALUMIYANA,1
KALUNGE,1
KALUNGISHA,1
KALUNKUMYA,1
KALUPANYA,1
KALUPETEKA,1
KALUSA,1
KALUSHA,1
KALUWA,1
KALUWASHA,1
KALUYA,1
KALWANI,1
KALYELYE,1
KALYONDO,1
KAMAKI,1
KAMAMBI,1
KAMANA,1
KAMANDA,1
KAMANDO,1
KAMANGU,1
KAMAYAMBA,1
KAMAZI,1
KAMBAI,1
KAMBAILA,1
KAMBAZE,1
KAMBELEMBELE,1
KAMBEWE,1
KAMBIKO,1
KAMBILOMBILO,1
KAMBIMBI,1
KAMBINDA,1
KAMBOMBO,1
KAMBONI,1
KAMBUBI,1
KAMBULU,1
KAMBWALI,1
KAMBWAMBWA,1
KAMCHACHA,1
KAMELI,1
KAMEME,1
KAMETA,1
KAMEYA,1
KAMGAMI,1
KAMIMATENDE,1
KAMINDA,1
KAMINSA,1
KAMIZA,1
KAMONDO,1
KAMOULU,1
KAMPALA,1
KAMPANGA,1
KAMPEKETE,1
KAMPELIA,1
KAMPELO,1
KAMPESHI,1
KAMPILIMBA,1
KAMPITA,1
KAMPOLWE,1
KAMUCHELA,1
KAMUKUNGA,1
KAMUNGU,1
KAMUNGULE,1
KAMUNGULU,1
KAMUPILA,1
KAMUSHITU,1
KAMUTUMWA,1
KAMUWANGA,1
KAMUZU,1
KAMWALE,1
KAMWANA,1
KAMWANDA,1
KAMWANDI,1
KAMWELA,1
KAMWENGO,1
KANAKISHIKO,1
KANANJI,1
KANCHINKA,1
KANDANDU,1
KANDEKE,1
KANDEPU,1
KANDOKO,1
KANDUNDU,1
KANDYATA,1
KANEMUNEMA,1
KANFWA,1
KANGAMBA,1
KANGASA,1
KANGASHI,1
KANGENYA,1
KANGUMBA,1
KANGUNDA,1
KANGUYA,1
KANGWE,1
KANINI,1
KANJONGO,1
KANKOSHOLO,1
KANKULU,1
KANONGOTA,1
KANOONO,1
KANSANKALA,1
KANSELE,1
KANSENI,1
KANSHAMBA,1
KANSUNKA,1
KANTABAILA,1
KANTU,1
KANUNGU,1
KANYADULE,1
KANYAKULA,1
KANYAMI,1
KANYAMUNGAZI,1
KANYANTA,1
KANYEBA,1
KANYEMBA,1
KANYEMBO,1
KANYEMESHA,1
KANYENSHA,1
KANYENZE,1
KANYINJI,1
KANYOKA,1
KANYONGO,1
KANYONGY,1
KANZANYA,1
KANZEZE,1
KAOMBE,1
KAONDE,1
KAONGA,1
KAPA,1
KAPAKAMA,1
KAPAMA,1
KAPAMBIKO,1
KAPAMPANKOLE,1
KAPANGILA,1
KAPANJI,1
KAPANSA,1
KAPAPA,1
KAPAPULA,1
KAPASHI,1
KAPASU,1
KAPELA,1
KAPELAKO,1
KAPENKENTE,1
KAPEPA,1
KAPESHA,1
KAPESO,1
KAPHALE,1
KAPIHA,1
KAPIJI,1
KAPIKANYA,1
KAPILI,1
KAPILYA,1
KAPIMPA,1
KAPINDULA,1
KAPINI,1
KAPIYI,1
KAPOBE,1
KAPOKOLA,1
KAPOLA,1
KAPOLI,1
KAPOLYO,1
KAPOMPA,1
KAPONDOLA,1
KAPONGOLO,1
KAPONJE,1
KAPOPWE,1
KAPOWE,1
KAPUKA,1
KAPULULU,1
KAPUMA,1
KAPUMPE,1
KAPUNDWE,1
KAPUNGA,1
KAPUNGWE,1
KAPUTA,1
KAPUTO,1
KAPUWAMBA,1
KAPYA,1
KAPYOLOLO,1
KASABILA,1
KASABWA,1
KASAILA,1
KASAKA,1
KASALALA,1
KASALI,1
KASALULA,1
KASALULO,1
KASALWE,1
KASAMU,1
KASAMWA,1
KASANDE,1
KASANGAMA,1
KASANKALA,1
KASARO,1
KASEBUSHA,1
KASELEKELA,1
KASEMA,1
KASEMBELA,1
KASEMBELE,1
KASENGE,1
KASENGO,1
KASENGULA,1
KASESHA,1
KASEYA,1
KASHATI,1
KASHIKA,1
KASHIMBA,1
KASHIMOTO,1
KASHISHI,1
KASHITA,1
KASHOME,1
KASHUMBA,1
KASIMBO,1
KASIMU,1
KASINGILE,1
KASINSA,1
KASITU,1
KASOKO,1
KASOLO,1
KASONDA,1
KASONKA,1
KASONTOBWA,1
KASOTE,1
KASOTI,1
KASUKA,1
KASUMBA,1
KASUNGA,1
KASUNGU,1
KASWAYA,1
KATAKWE,1
KATALA,1
KATALAI,1
KATALALA,1
KATANDA,1
KATANDULA,1
KATAPAZI,1
KATASO,1
KATELELE,1
KATEMBA,1
KATENYU,1
KATEPA,1
KATHUMBA,1
KATIYO,1
KATOBA,1
KATOBANSENGO,1
KATOLO,1
KATOLOLA,1
KATOMO,1
KATONDO,1
KATUMA,1
KATUMPA,1
KATUNANSA,1
KATUNASE,1
KATUNGULA,1
KATUNJOLA,1
KAULA,1
KAULUKA,1
KAUMA,1
KAUNGOLO,1
KAUNGU,1
KAUNZA,1
KAVUBA,1
KAVUNDA,1
KAVWATA,1
KAWAMA,1
KAWAMBA,1
KAWANDA,1
KAWASHA,1
KAWAYA,1
KAWELE,1
KAWILA,1
KAWIMBE,1
KAYAMBE,1
KAYATA,1
KAYAWE,1
KAYAYO,1
KAYE,1
KAYENGA,1
KAYOLA,1
KAYOYA,1
KAYULA,1
KAYUMA,1
KAYUYA,1
KAZABI,1
KAZANGALALE,1
KAZANGARARE,1
KAZATI,1
KAZENGA,1
KAZENZE,1
KAZHINGU,1
KAZILA,1
KAZILIMANI,1
KAZIMOTO,1
KAZINGA,1
KAZIO,1
KEEMBA,1
KEENE,1
KEKELWA,1
KELLY,1
KEMBE,1
KEMBWE,1
KERSHAWI,1
KETANI,1
KETEULE,1
KEZA,1
KHAKI,1
KHAMBAUWA,1
KHOSA,1
KHOWANE,1
KHUTSAZA,1
KHWAWE,1
KIBANDA,1
KIBELUKA,1
KIBELWA,1
KIBINDA,1
KIBUYE,1
KIKOMO,1
KIKWANDA,1
KILAMBE,1
KILANGA,1
KILELE,1
KINCHA,1
KINKE,1
KINKWANDA,1
KIPOSO,1
KIPOZO,1
KIPUME,1
KISAKASAKA,1
KISEBA,1
KISHINGA,1
